platform,followers,following,posts,account_age_days,bio_length,profile_pic,verified,external_links,activity_rate,is_fake
linkedin,351,1070,24,1,0,0,0,1,1.21,1
tiktok,28092,1106,1261,1821,99,1,0,0,8.5,0
tiktok,94252,685,812,1090,56,1,0,0,2.61,0
facebook,125,2516,38,59,0,0,0,2,0.75,1
instagram,58490,1068,2469,331,56,1,0,0,5.27,0
instagram,16,1969,6,43,34,1,0,3,0.73,1
instagram,72039,82,1556,721,38,1,0,0,9.46,0
instagram,33039,403,1445,1405,65,1,1,0,5.38,0
instagram,52942,1050,1730,874,89,0,0,2,2.92,0
tiktok,48049,1463,2048,340,100,1,0,1,3.81,0
instagram,56362,884,3549,1005,63,1,0,2,2.43,0
facebook,51950,1074,3750,1639,86,0,0,3,9.8,0
linkedin,7368,782,4294,1901,38,1,0,0,2.89,0
facebook,72149,164,2546,931,142,1,0,1,1.59,0
twitter,115,4932,42,50,0,0,0,0,0.79,1
twitter,19597,64,3529,623,111,1,0,2,2.16,0
linkedin,6641,621,3486,577,57,1,0,1,5.89,0
tiktok,85172,222,4985,496,89,1,0,1,8.34,0
twitter,73699,1702,1653,957,128,1,0,3,2.19,0
tiktok,327,4516,17,24,8,0,0,1,0.74,1
linkedin,81301,1440,1209,1441,33,0,0,0,9.78,0
tiktok,454,224,12,5,0,0,0,0,0.13,1
twitter,51,3302,8,19,5,1,0,0,0.97,1
instagram,50261,676,3084,1557,108,1,0,0,2.46,0
instagram,10381,1943,2319,1693,66,1,0,0,7.63,0
instagram,370,1543,0,27,8,0,0,3,0.27,1
facebook,430,3752,38,52,0,0,0,3,1.59,1
linkedin,94525,253,3067,964,38,1,0,2,2.8,0
linkedin,38585,442,3071,611,129,1,1,2,8.83,0
tiktok,24,4479,38,55,20,1,0,0,1.66,1
linkedin,12,1267,43,1,46,1,0,0,1.06,1
facebook,30542,477,3041,1588,132,1,0,3,9.78,0
linkedin,127,3623,11,45,0,0,0,0,1.71,1
facebook,74162,1445,4953,1978,115,1,0,0,3.86,0
twitter,6060,1159,644,725,102,1,0,2,8.83,0
twitter,25,4442,26,36,0,1,0,3,0.91,1
instagram,195,3237,21,53,0,0,0,3,0.23,1
twitter,268,1448,46,51,7,0,0,5,0.78,1
instagram,415,3508,40,24,21,1,0,1,0.78,1
facebook,45230,400,3270,603,90,1,0,3,1.3,0
instagram,9075,304,3544,532,93,1,0,0,3.35,0
linkedin,437,3640,14,2,0,0,0,1,1.96,1
twitter,51396,1264,4011,555,40,0,0,0,5.28,0
facebook,4602,1286,650,259,52,1,0,0,1.97,0
instagram,325,1946,13,3,5,0,0,0,1.17,1
facebook,426,2241,3,13,0,0,0,1,0.38,1
tiktok,293,2910,49,46,0,1,0,0,0.94,1
instagram,374,4031,43,52,0,0,0,0,1.61,1
twitter,12752,816,1575,869,115,1,1,0,6.2,0
instagram,71,2336,35,43,38,1,0,1,0.65,1
facebook,387,2531,18,3,0,1,0,3,1.75,1
linkedin,286,1032,6,10,8,1,0,4,1.49,1
instagram,28687,93,4978,828,135,1,0,1,2.67,0
linkedin,15221,255,1789,1232,109,1,0,1,8.55,0
twitter,86120,292,3493,1592,113,1,0,2,2.53,0
linkedin,20,3376,2,41,0,0,0,2,0.47,1
linkedin,81194,1597,4019,1134,59,1,0,0,1.63,0
instagram,80123,106,3264,1951,36,1,0,0,7.32,0
tiktok,246,723,34,36,0,1,0,2,0.99,1
instagram,69979,1482,993,214,108,1,0,1,9.3,0
instagram,86032,1265,2843,757,140,1,1,0,3.49,0
linkedin,47119,1935,2222,1544,142,1,0,1,2.01,0
tiktok,94192,191,679,1932,51,1,0,0,6.01,0
tiktok,246,4116,6,49,17,1,0,1,0.84,1
instagram,71,3213,49,49,0,1,0,1,0.86,1
instagram,198,1558,21,46,0,0,0,1,1.87,1
instagram,314,4799,10,12,0,1,0,0,1.74,1
linkedin,331,2967,48,7,34,0,0,4,1.13,1
instagram,73314,653,2370,866,59,1,0,1,1.1,0
instagram,95741,1419,3338,1698,40,1,0,0,6.67,0
tiktok,447,3534,5,9,17,0,0,3,1.22,1
instagram,5520,1158,4198,1777,87,1,0,0,5.51,0
facebook,72237,1285,2279,1923,38,1,0,0,4.57,0
facebook,86448,1074,3525,1956,87,1,0,0,6.76,0
linkedin,150,657,29,31,0,0,0,2,0.75,1
facebook,430,1725,44,45,0,1,0,3,1.14,1
instagram,90,4685,10,17,35,1,0,2,1.91,1
tiktok,320,3123,49,13,0,0,0,0,0.97,1
instagram,396,1901,0,46,24,0,0,1,0.4,1
tiktok,24800,1744,659,266,137,1,0,0,9.42,0
instagram,52222,1819,930,1296,50,0,0,0,3.86,0
tiktok,265,4784,10,16,0,1,0,2,1.15,1
linkedin,125,3452,4,35,22,0,0,0,0.29,1
tiktok,62346,1726,1567,380,98,1,0,0,5.09,0
linkedin,63779,1946,1789,329,149,1,0,0,5.92,0
facebook,483,1744,11,21,4,0,0,1,1.02,1
facebook,339,4909,10,14,3,1,0,2,1.57,1
tiktok,20795,1327,3306,1971,84,1,0,1,4.1,0
twitter,37116,904,4609,739,56,1,0,1,5.91,0
tiktok,250,3279,4,3,0,0,0,5,1.62,1
tiktok,129,1733,1,2,0,0,0,1,0.19,1
tiktok,23803,1847,3723,375,87,1,0,0,8.86,0
facebook,72945,92,4783,1494,40,1,0,0,7.26,0
linkedin,352,872,22,58,6,1,0,5,1.17,1
instagram,59949,1438,2429,1404,48,1,0,0,0.72,0
linkedin,59648,1554,4812,1115,130,1,0,1,3.39,0
instagram,219,2470,43,31,0,0,0,2,1.05,1
tiktok,228,3446,14,15,0,0,0,1,0.78,1
facebook,186,1660,46,9,27,1,0,0,0.36,1
linkedin,35,3484,7,47,0,0,0,0,1.85,1
linkedin,33391,1820,4875,579,39,1,0,0,8.06,0
instagram,422,3578,4,42,0,0,0,1,0.95,1
tiktok,464,4713,28,3,48,0,0,0,1.59,1
linkedin,7910,1276,1500,1064,118,1,0,0,3.92,0
linkedin,113,2489,23,51,35,1,0,0,0.89,1
tiktok,72224,683,1347,1766,49,1,0,0,1.78,0
linkedin,39277,379,4039,812,54,1,0,0,0.5,0
facebook,30115,1816,122,1510,110,1,0,2,5.51,0
twitter,114,1463,19,23,0,0,0,2,0.21,1
instagram,167,4818,27,12,0,0,0,0,0.8,1
tiktok,336,3443,6,59,31,0,0,2,0.32,1
linkedin,153,2917,1,51,17,0,0,1,0.88,1
facebook,322,1354,11,57,33,1,0,0,0.84,1
facebook,45308,1198,2729,1024,58,1,0,0,4.47,0
instagram,158,1111,9,56,0,0,0,2,0.64,1
twitter,86,4709,14,29,23,0,0,1,0.31,1
facebook,93656,1097,4359,764,122,1,0,0,8.92,0
linkedin,67325,423,3582,1082,43,1,0,2,0.86,0
linkedin,40642,1496,4524,1992,93,1,0,1,2.05,0
linkedin,265,4534,33,51,43,0,0,1,0.83,1
facebook,78053,637,1405,759,46,1,0,0,6.35,0
tiktok,95025,1490,887,1511,35,1,0,0,2.89,0
linkedin,54205,1119,4136,1255,146,1,0,0,3.39,0
twitter,429,1440,35,42,40,0,0,3,1.53,1
instagram,79997,1135,3338,893,53,1,0,2,7.21,0
facebook,469,3558,22,11,0,0,0,3,1.04,1
tiktok,132,4631,39,30,27,0,0,2,0.14,1
facebook,355,2064,25,2,2,0,0,4,0.36,1
instagram,361,447,0,13,48,0,0,5,0.19,1
instagram,12885,1354,1965,1012,136,1,0,0,9.64,0
linkedin,401,4681,32,7,47,0,0,2,0.68,1
instagram,82,3630,37,37,12,0,0,4,1.44,1
instagram,67262,270,172,1336,91,1,0,0,8.28,0
instagram,59561,1109,2027,291,139,0,0,1,7.71,0
instagram,53290,920,677,1794,142,1,0,0,1.48,0
tiktok,40168,496,4591,1945,47,1,0,1,7.61,0
tiktok,29697,1760,1439,1295,118,1,0,0,2.53,0
tiktok,394,3425,26,30,36,0,0,1,1.25,1
facebook,27857,1212,4047,1096,33,1,0,0,2.58,0
instagram,305,4834,24,42,0,0,0,0,1.18,1
linkedin,168,999,32,1,0,0,0,0,0.78,1
facebook,39926,424,1064,983,52,1,0,0,3.38,0
tiktok,33987,940,879,458,82,1,0,1,7.54,0
instagram,33377,878,2595,759,138,1,0,1,8.54,0
tiktok,94635,1759,2231,1107,111,1,0,0,4.59,0
linkedin,267,2835,29,9,6,0,0,3,0.74,1
facebook,115,4345,10,32,4,0,0,0,1.95,1
facebook,58348,553,632,1435,79,1,0,0,7.42,0
instagram,163,2457,42,26,38,1,0,4,0.89,1
twitter,262,2031,43,24,18,0,0,0,0.48,1
linkedin,327,1010,24,31,0,1,0,2,0.99,1
tiktok,354,1413,20,54,0,0,0,5,1.93,1
tiktok,97119,395,3837,728,136,1,0,1,7.86,0
tiktok,9209,1774,3925,841,91,1,0,0,9.48,0
twitter,77515,1714,4374,1999,33,1,0,1,8.52,0
linkedin,448,751,9,7,0,1,0,3,0.58,1
instagram,52859,1755,3639,1666,78,1,0,1,0.94,0
facebook,133,3351,11,2,16,0,0,0,0.56,1
facebook,195,3642,37,56,0,1,0,0,1.16,1
facebook,447,607,19,13,27,1,0,5,0.76,1
instagram,65581,80,350,1699,133,1,0,1,7.59,0
tiktok,58528,476,4699,1959,35,1,0,0,8.33,0
facebook,235,495,29,35,12,0,0,0,0.6,1
tiktok,244,350,34,9,26,0,0,1,0.24,1
tiktok,85241,1616,1690,1688,102,1,0,1,3.11,0
tiktok,33859,96,3562,1953,33,1,1,0,3.77,0
instagram,285,1826,45,34,28,1,0,1,1.5,1
facebook,31684,153,99,1900,115,1,0,1,9.28,0
facebook,241,2479,8,47,44,0,0,0,1.09,1
facebook,51876,595,1176,1327,86,1,1,0,3.36,0
tiktok,3878,744,4509,366,130,1,0,2,9.01,0
linkedin,64254,526,2783,1585,101,1,0,1,9.23,0
linkedin,43,2394,35,42,39,0,0,0,0.99,1
linkedin,59,706,16,39,0,1,0,0,1.99,1
facebook,63703,1239,3107,237,137,1,0,2,1.14,0
instagram,13056,105,4365,1220,74,1,0,1,9.75,0
twitter,3399,456,465,1929,132,1,0,1,9.93,0
instagram,336,1686,20,58,0,0,0,0,1.25,1
linkedin,75072,1593,2156,931,40,1,1,1,3.74,0
twitter,352,2526,22,34,0,0,0,0,0.8,1
linkedin,379,1498,12,26,38,0,0,5,1.14,1
facebook,5556,1628,2084,1344,121,1,0,3,6.69,0
instagram,168,2768,37,20,0,1,0,0,0.58,1
linkedin,157,1684,30,32,0,1,0,2,1.11,1
twitter,284,4810,19,25,40,0,0,3,1.77,1
facebook,186,4130,44,37,45,1,0,5,0.95,1
tiktok,83412,829,2270,1867,83,1,0,1,4.7,0
tiktok,52333,158,3864,1944,104,1,0,0,3.43,0
facebook,63,3380,49,49,7,0,0,0,1.71,1
facebook,78650,721,1691,292,47,1,0,0,7.09,0
tiktok,56606,1045,3044,315,38,1,0,2,5.14,0
facebook,361,2898,36,10,0,0,0,1,0.16,1
tiktok,13,708,36,49,35,0,0,5,0.61,1
linkedin,7386,1054,1886,1076,76,0,0,1,5.08,0
linkedin,29601,1347,4908,1783,100,1,0,1,1.42,0
tiktok,280,3001,22,38,17,0,0,5,0.27,1
facebook,33380,438,4835,1606,63,1,0,0,5.48,0
facebook,337,213,21,39,29,1,0,0,0.59,1
tiktok,4584,1446,4810,1714,44,0,0,0,4.14,0
instagram,300,4131,7,11,0,0,0,2,1.13,1
tiktok,81799,1084,1138,1565,119,0,0,0,7.86,0
linkedin,165,4053,32,23,7,0,0,1,1.02,1
linkedin,203,1760,47,57,0,1,0,0,1.6,1
facebook,363,875,6,55,0,0,0,1,1.16,1
tiktok,496,1865,16,38,0,1,0,0,0.52,1
instagram,19606,1761,3462,1200,116,1,0,0,6.24,0
facebook,83,2104,5,34,34,0,0,0,1.11,1
linkedin,398,1269,0,54,0,0,0,1,1.18,1
tiktok,262,1186,5,55,0,0,0,2,1.35,1
instagram,25739,404,3027,613,104,1,0,0,1.91,0
linkedin,273,3832,12,5,21,0,0,0,0.37,1
linkedin,31314,739,4058,673,93,1,0,3,3.16,0
facebook,19243,1449,469,1076,127,1,0,0,2.53,0
facebook,17939,1440,3895,783,110,1,0,2,8.42,0
instagram,291,860,47,55,35,0,0,1,1.41,1
facebook,30617,288,3326,1884,44,1,0,0,9.43,0
twitter,60664,1673,2803,1060,146,1,0,0,5.73,0
twitter,447,1767,15,45,37,1,0,1,1.69,1
twitter,66667,1671,4422,1094,81,1,0,1,3.54,0
linkedin,75895,1458,805,1314,89,1,1,1,2.0,0
tiktok,63028,330,548,1739,143,1,0,0,2.23,0
twitter,60026,208,670,421,89,1,0,2,8.76,0
tiktok,46154,1402,2351,984,59,1,0,1,1.71,0
facebook,248,3985,1,56,8,0,0,0,0.64,1
twitter,59314,1260,4888,1805,137,1,0,3,1.09,0
tiktok,85852,897,3338,803,139,1,0,0,7.15,0
twitter,48049,1341,3062,1802,101,1,0,2,9.94,0
instagram,5579,552,2620,1890,37,1,1,1,7.91,0
linkedin,411,763,23,10,41,1,0,3,1.72,1
facebook,8977,1317,884,1479,147,1,0,2,2.21,0
facebook,33614,1808,1388,779,60,1,0,1,4.39,0
facebook,18807,1838,4819,1857,42,1,0,0,4.89,0
linkedin,311,4628,12,32,0,0,0,1,1.01,1
linkedin,324,2653,19,4,44,0,0,1,1.96,1
instagram,65322,1462,2587,1044,67,1,0,0,9.99,0
twitter,95,2692,30,55,0,0,0,0,1.66,1
linkedin,305,653,44,54,0,0,0,2,0.39,1
instagram,97232,1998,3384,562,63,1,0,1,2.28,0
linkedin,52912,1219,2239,1114,63,1,0,1,2.64,0
twitter,445,3829,29,45,0,1,0,2,1.1,1
tiktok,250,546,13,2,0,0,0,2,0.64,1
linkedin,217,3451,46,22,0,1,0,1,1.71,1
tiktok,87664,1384,4656,1112,38,1,0,0,4.39,0
twitter,72916,962,3819,365,50,1,0,0,2.77,0
linkedin,117,4758,45,24,0,1,0,4,0.61,1
linkedin,76141,1327,3058,465,101,1,0,0,1.95,0
instagram,1934,347,3260,1065,116,1,0,0,5.13,0
twitter,77120,503,3756,774,84,1,0,0,8.53,0
tiktok,42894,932,2424,1639,86,1,0,1,1.11,0
facebook,28890,834,4227,1429,128,0,0,0,3.77,0
instagram,21097,1931,2721,1038,57,1,0,1,0.87,0
linkedin,9859,872,4395,567,55,1,0,1,3.09,0
tiktok,58905,661,1135,752,103,1,0,2,6.52,0
twitter,78258,232,1948,527,61,1,0,1,2.97,0
linkedin,37485,774,443,1643,146,1,0,3,9.49,0
linkedin,26861,157,1135,236,92,1,0,1,7.68,0
twitter,295,726,19,28,36,1,0,3,0.79,1
linkedin,362,3275,43,54,22,0,0,1,0.79,1
twitter,474,3507,1,57,0,1,0,3,1.4,1
instagram,95210,834,4257,198,41,1,0,2,3.6,0
tiktok,351,2193,44,41,14,1,0,0,1.46,1
facebook,59571,144,4548,250,35,1,0,0,3.48,0
instagram,288,521,1,14,49,0,0,3,1.45,1
linkedin,41900,767,1338,1970,117,1,0,2,8.49,0
facebook,331,4401,40,21,47,1,0,2,1.44,1
tiktok,5039,80,1033,1882,32,1,0,1,3.34,0
instagram,461,2200,21,46,36,0,0,0,0.21,1
instagram,351,4719,6,46,49,0,0,3,0.31,1
tiktok,80393,77,4164,1316,43,1,0,1,1.73,0
twitter,493,565,43,24,0,0,0,0,0.72,1
twitter,7384,1934,1937,251,125,1,0,0,5.88,0
linkedin,73989,901,2469,1096,86,1,0,0,4.86,0
facebook,198,4391,32,57,12,1,0,3,0.75,1
twitter,270,3005,29,23,8,0,0,1,0.73,1
instagram,10708,1271,3647,1593,111,1,0,1,8.77,0
tiktok,2623,63,1767,237,106,1,0,0,1.9,0
facebook,204,2309,16,28,0,1,0,1,1.48,1
twitter,367,2541,28,38,34,1,0,0,1.0,1
facebook,85024,1847,747,222,45,1,1,0,9.97,0
twitter,29526,1309,4412,1454,67,1,0,0,7.79,0
facebook,270,2048,16,13,0,0,0,3,0.16,1
linkedin,52,1339,40,44,0,1,0,1,0.46,1
instagram,109,4325,34,6,37,0,0,3,0.74,1
linkedin,82718,1630,795,1959,116,1,0,0,5.69,0
instagram,8984,1194,445,601,85,1,0,1,1.11,0
twitter,26550,550,573,276,78,1,0,2,1.98,0
tiktok,391,4834,25,33,42,1,0,3,1.24,1
twitter,40552,431,2011,421,47,1,0,2,8.3,0
twitter,476,3152,26,59,11,0,0,1,1.74,1
facebook,57914,953,3799,697,149,1,0,0,1.6,0
instagram,350,2952,49,32,15,1,0,0,1.31,1
tiktok,47749,1027,2271,937,75,1,0,0,4.48,0
instagram,74,4269,47,40,13,0,0,2,1.63,1
facebook,47246,970,2793,247,88,1,0,0,5.11,0
facebook,51000,848,3897,1725,32,1,0,1,5.91,0
tiktok,369,4558,48,1,40,1,0,0,1.7,1
twitter,16240,1040,4206,1112,138,1,0,0,3.37,0
instagram,36348,1588,4783,1176,100,1,1,1,5.89,0
instagram,486,557,31,24,19,1,0,5,1.44,1
twitter,198,1038,0,33,0,0,0,0,0.75,1
twitter,170,2273,19,15,5,0,0,0,0.49,1
twitter,29,4902,42,32,0,1,0,0,0.16,1
instagram,5326,1348,3227,1631,137,1,0,3,8.25,0
facebook,381,3122,25,35,0,1,0,2,1.49,1
facebook,9932,1710,4518,666,138,1,0,0,4.07,0
twitter,11,538,6,27,25,0,0,0,0.86,1
instagram,89743,1484,1888,468,73,1,0,0,6.19,0
linkedin,35742,774,1763,234,42,0,0,2,2.78,0
facebook,19,2319,14,33,18,0,0,2,1.12,1
instagram,338,517,43,13,37,0,0,5,1.38,1
facebook,490,3616,0,19,33,1,0,0,1.79,1
instagram,83,2430,5,55,0,0,0,0,0.37,1
twitter,17473,182,4360,1971,30,1,1,1,8.25,0
twitter,296,1665,44,13,3,0,0,2,0.83,1
instagram,464,979,11,21,7,1,0,5,1.79,1
tiktok,70989,446,2561,928,33,1,0,2,8.34,0
tiktok,483,1890,34,40,0,1,0,0,1.82,1
linkedin,352,2840,32,36,4,1,0,2,0.39,1
instagram,161,3640,15,27,37,0,0,1,0.75,1
instagram,16276,1460,3840,707,59,1,0,2,2.2,0
instagram,113,2952,45,43,0,0,0,0,0.5,1
tiktok,486,897,30,2,0,1,0,0,1.43,1
facebook,412,1519,2,49,24,0,0,0,1.7,1
twitter,19552,1349,3369,583,80,1,0,0,6.23,0
facebook,422,3498,27,43,41,0,0,0,1.13,1
facebook,6550,1010,2359,1529,69,0,0,0,1.64,0
instagram,373,2166,27,43,1,0,0,2,0.89,1
linkedin,58840,861,3866,1259,121,1,0,2,7.33,0
facebook,67103,1685,2538,215,70,1,0,3,2.07,0
facebook,39128,655,1394,1718,131,1,1,0,3.47,0
tiktok,64,538,9,44,0,1,0,0,0.93,1
linkedin,84272,431,2991,489,58,1,0,0,2.6,0
twitter,65434,106,140,373,39,1,0,2,3.23,0
instagram,417,4453,43,16,0,1,0,1,1.22,1
twitter,34,1462,30,26,30,0,0,2,1.22,1
tiktok,140,1540,3,51,0,1,0,2,1.29,1
twitter,0,295,19,1,0,1,0,0,1.22,1
instagram,228,4895,38,49,0,1,0,4,0.76,1
twitter,10903,1464,339,1581,94,1,0,0,9.56,0
tiktok,144,3340,29,31,38,0,0,0,0.12,1
linkedin,7483,832,341,1325,84,1,0,0,4.2,0
tiktok,79483,858,4214,1312,103,1,0,0,8.12,0
tiktok,8,651,15,57,43,1,0,4,1.13,1
facebook,79567,1506,4348,1738,123,1,1,0,5.57,0
linkedin,29427,972,1776,1567,124,1,0,1,2.0,0
twitter,2704,1833,2352,867,81,1,0,2,4.91,0
tiktok,322,3652,13,47,0,0,0,5,0.6,1
instagram,412,4917,49,48,0,0,0,5,1.78,1
facebook,32768,1402,1870,491,103,1,0,0,9.74,0
twitter,281,664,0,31,8,1,0,3,1.46,1
tiktok,62772,847,3203,789,114,1,0,0,4.37,0
tiktok,125,445,31,54,8,0,0,2,1.53,1
tiktok,97,2073,38,56,2,0,0,0,1.38,1
instagram,25021,837,2927,1864,121,1,1,1,4.64,0
facebook,126,2974,41,56,45,0,0,3,1.83,1
instagram,432,2100,24,37,14,1,0,1,1.19,1
facebook,8,2429,10,7,27,1,0,3,0.4,1
instagram,67,1489,25,3,49,1,0,1,0.79,1
twitter,180,2130,28,29,0,1,0,1,1.12,1
facebook,284,1640,45,51,15,1,0,3,0.61,1
linkedin,44842,1453,4627,775,124,1,0,2,3.77,0
facebook,309,4445,47,8,36,0,0,4,1.32,1
instagram,27220,422,4747,414,65,1,0,1,3.33,0
tiktok,21764,357,4146,272,54,1,0,0,3.5,0
instagram,81498,855,1476,1310,30,1,0,1,7.69,0
facebook,82670,1998,2313,611,109,1,0,2,4.34,0
tiktok,339,3456,33,47,49,0,0,0,1.25,1
linkedin,74006,1051,3112,492,70,1,0,1,7.42,0
instagram,258,4652,2,29,31,0,0,0,1.06,1
facebook,86063,1788,1004,637,84,1,0,0,3.2,0
twitter,176,1037,28,52,45,0,0,2,1.58,1
linkedin,64408,297,1526,1212,91,1,0,0,1.61,0
linkedin,6284,479,1194,411,124,1,0,1,6.35,0
facebook,28004,248,3491,200,61,1,0,0,4.49,0
instagram,91994,1785,3698,198,119,1,0,2,4.26,0
linkedin,160,3945,48,49,34,0,0,2,0.73,1
linkedin,99,1698,0,46,35,1,0,3,1.34,1
tiktok,72652,1688,4330,380,107,1,0,0,3.68,0
tiktok,76111,1006,930,1384,90,1,0,0,8.41,0
tiktok,214,4825,48,32,0,0,0,3,1.53,1
tiktok,66868,1381,50,1125,69,1,0,0,1.04,0
facebook,21,4074,13,40,44,1,0,0,0.8,1
instagram,237,4004,35,55,0,1,0,2,1.13,1
instagram,172,2823,44,10,11,1,0,5,0.11,1
facebook,63,3898,23,30,40,0,0,0,1.96,1
tiktok,63882,1675,2184,1700,71,1,0,0,4.48,0
facebook,68046,982,1574,1868,136,1,0,0,2.03,0
linkedin,46157,542,2977,934,127,1,0,0,0.61,0
facebook,79041,386,489,1592,114,1,0,0,3.37,0
tiktok,11030,351,4630,1053,65,1,0,2,9.11,0
tiktok,483,3175,14,27,16,0,0,0,1.62,1
instagram,96835,1713,4479,1186,103,1,0,0,0.62,0
twitter,40864,1615,4055,346,48,1,0,0,1.04,0
instagram,354,971,34,1,16,1,0,0,1.07,1
twitter,99677,552,139,1847,80,1,0,0,8.68,0
tiktok,12643,1728,4896,957,70,1,0,0,5.3,0
twitter,408,2479,25,2,0,0,0,0,0.6,1
facebook,43318,248,2952,920,30,1,0,1,9.52,0
twitter,140,4961,44,51,27,1,0,4,1.55,1
instagram,324,4262,3,8,0,0,0,0,0.86,1
facebook,35283,1838,354,909,129,1,0,0,8.35,0
twitter,94688,751,301,961,121,1,0,2,4.44,0
facebook,12181,840,964,299,129,1,0,0,2.31,0
linkedin,77023,1464,326,1530,88,1,0,0,2.49,0
instagram,39549,674,3869,1988,131,1,0,0,5.38,0
linkedin,71185,1374,2467,1104,121,1,0,1,5.0,0
tiktok,87359,1956,2468,1370,145,1,0,1,8.74,0
tiktok,72,4977,39,7,6,0,0,0,1.09,1
twitter,50240,1682,4524,1122,61,1,0,2,6.87,0
instagram,74642,481,4214,1348,72,1,1,1,1.41,0
tiktok,475,4031,17,15,10,0,0,5,0.95,1
linkedin,64354,1705,1252,306,45,1,0,2,1.19,0
tiktok,294,3944,29,56,0,0,0,4,1.21,1
tiktok,393,721,35,17,0,0,0,2,1.3,1
facebook,7388,1408,3530,1997,121,1,0,1,4.45,0
twitter,830,1922,3335,1566,119,1,0,2,7.08,0
twitter,53044,1782,4317,1201,87,1,0,0,3.17,0
linkedin,90827,1740,4071,1414,111,1,0,0,3.27,0
facebook,5889,1995,4612,1672,83,1,1,2,7.01,0
linkedin,58065,680,1430,1702,38,1,0,1,4.73,0
tiktok,18308,1433,3998,1480,83,1,0,0,9.21,0
facebook,232,3642,21,26,0,1,0,4,0.99,1
linkedin,325,3026,22,9,0,0,0,0,1.86,1
facebook,78,4570,32,23,27,0,0,1,1.87,1
tiktok,487,3830,8,41,34,0,0,0,1.44,1
instagram,403,2521,13,45,42,0,0,1,0.58,1
twitter,373,1579,32,15,0,1,0,0,1.91,1
twitter,10364,1780,239,1937,96,1,0,1,0.8,0
tiktok,57384,1451,4351,1956,104,1,0,1,6.0,0
tiktok,257,414,33,17,40,1,0,4,0.45,1
instagram,32564,1338,4315,1714,95,0,1,0,1.19,0
linkedin,90711,1577,2300,187,141,1,0,0,2.11,0
linkedin,28347,1218,3136,1885,83,1,0,2,9.49,0
instagram,53,1920,11,29,0,0,0,1,1.98,1
instagram,108,1743,29,30,26,1,0,1,1.1,1
tiktok,753,820,4799,1892,62,1,0,1,7.46,0
instagram,229,400,37,43,0,0,0,0,0.41,1
twitter,41126,1935,4904,1178,66,1,0,1,0.54,0
instagram,409,4420,30,48,14,1,0,0,0.11,1
facebook,213,1390,3,4,8,0,0,1,1.22,1
tiktok,27008,681,4522,1776,53,0,0,2,3.35,0
tiktok,82,1128,40,2,0,1,0,0,1.71,1
instagram,76731,947,4570,616,104,1,0,0,8.02,0
linkedin,349,2129,30,44,0,1,0,1,0.7,1
tiktok,165,482,23,34,0,0,0,2,0.71,1
tiktok,78097,1597,2885,1907,58,1,0,1,0.63,0
facebook,366,306,27,55,39,1,0,5,1.3,1
linkedin,74608,383,2043,680,131,1,0,3,9.73,0
instagram,394,4144,30,58,28,1,0,4,1.43,1
tiktok,81202,686,1441,1893,134,1,0,0,5.24,0
linkedin,25411,1542,902,1289,38,1,1,1,5.88,0
twitter,37899,412,1597,1797,73,1,1,2,3.76,0
facebook,367,4141,45,19,0,0,0,3,1.59,1
tiktok,442,4925,28,58,0,0,0,4,1.86,1
instagram,486,2616,0,27,0,1,0,2,1.65,1
instagram,2787,1230,4090,1947,72,1,0,0,3.19,0
twitter,15393,254,946,1711,58,1,0,0,0.57,0
instagram,55549,53,4184,804,103,1,0,1,3.64,0
twitter,392,4610,13,41,30,1,0,3,1.06,1
facebook,83775,916,4509,937,52,1,0,2,8.75,0
tiktok,356,1926,28,3,30,1,0,2,1.87,1
linkedin,76,1845,21,49,35,0,0,0,0.69,1
twitter,378,3302,18,50,0,1,0,0,0.66,1
linkedin,3469,1016,2932,269,31,1,0,2,7.62,0
instagram,75714,103,567,1997,37,1,1,0,1.41,0
instagram,28968,671,2705,1427,99,1,0,0,8.61,0
facebook,338,2233,46,35,0,0,0,0,1.57,1
linkedin,77022,470,3461,1908,87,1,0,2,6.02,0
tiktok,49410,119,601,1212,143,1,0,2,5.37,0
facebook,200,205,3,38,0,1,0,0,0.98,1
facebook,325,752,42,28,2,0,0,5,0.53,1
twitter,28976,515,4145,1704,96,1,0,1,7.13,0
instagram,83520,832,1598,1494,31,1,0,0,2.02,0
facebook,486,1029,26,21,0,1,0,0,0.8,1
twitter,8057,915,430,1875,50,1,0,0,8.76,0
instagram,332,2061,26,30,47,0,0,0,1.42,1
linkedin,48945,1269,244,1621,50,1,0,0,6.77,0
tiktok,54440,816,3601,1426,113,1,0,0,9.12,0
facebook,41065,1586,51,1789,66,1,0,2,1.18,0
tiktok,189,2382,16,41,26,1,0,2,1.57,1
instagram,381,1998,9,25,1,0,0,1,1.14,1
tiktok,35913,996,4042,1671,45,1,0,1,7.04,0
tiktok,68214,1378,743,328,139,1,0,0,3.22,0
twitter,212,2767,15,35,23,0,0,1,0.68,1
instagram,33647,284,728,799,40,0,0,0,8.3,0
twitter,77672,478,262,1667,100,1,0,0,4.3,0
instagram,53897,450,1674,1052,121,1,1,0,8.69,0
twitter,15011,1023,2989,251,101,0,0,2,9.49,0
instagram,404,2083,37,15,0,0,0,5,1.5,1
tiktok,495,4289,12,11,0,0,0,4,1.8,1
linkedin,91814,1515,4017,1320,148,1,0,0,4.15,0
twitter,102,361,43,54,0,0,0,1,0.41,1
