platform,followers,following,posts,account_age_days,bio_length,profile_pic,verified,external_links,activity_rate,is_fake
other,72908,9913,3772,1630,243,0,0,9,1.44,1
telegram,54021,0,3549,2216,109,0,0,3,3.97,0
x,40931,842,216,1159,294,1,0,7,3.62,1
other,48624,4337,2607,1501,269,1,0,8,4.48,1
tiktok,92615,1,2955,1822,135,0,0,8,1.42,1
other,69212,7450,3051,3065,110,1,0,6,5.03,1
other,87122,1325,2804,2688,272,1,0,0,1.28,0
linkedin,41348,4048,194,1168,175,1,0,1,1.03,0
x,44942,4694,3434,1830,131,0,0,0,4.64,1
facebook,62457,3959,3919,3423,291,0,0,7,1.52,1
x,79286,3446,3460,3707,149,1,0,6,4.05,0
facebook,69951,390,2346,1355,236,1,0,5,4.7,1
tiktok,16246,7230,1409,2571,262,1,0,8,4.8,1
x,69963,6799,900,1269,75,1,0,7,0.35,1
other,93565,7429,284,2515,236,1,0,7,3.48,1
instagram,16979,8003,373,2744,81,1,0,6,3.18,0
other,66554,9018,3848,2458,237,1,0,0,0.62,0
other,93993,2905,2170,3217,155,0,0,4,5.84,1
tiktok,99864,5311,833,2602,105,1,0,7,3.05,1
tiktok,14568,1842,2908,2696,22,1,0,3,5.91,1
instagram,88293,9514,3414,1401,232,0,0,9,5.95,1
facebook,56747,6015,2844,3418,256,1,0,8,1.52,1
facebook,10663,4236,1754,2773,278,0,0,7,3.82,1
x,10991,1202,7638,2536,141,0,0,6,4.51,1
linkedin,1515,7548,293,1395,269,1,0,8,3.52,1
telegram,65439,0,2216,117,269,0,0,9,0.3,1
facebook,42425,9362,895,3282,287,0,0,7,2.71,1
x,72153,9773,5437,2754,119,1,0,9,5.95,1
linkedin,18823,6970,865,1880,37,1,0,7,3,1
telegram,93650,0,1540,2494,25,0,0,7,0.37,1
tiktok,48285,2589,880,2366,249,0,0,7,2.99,1
x,23301,2042,524,1702,51,0,0,8,2.48,1
tiktok,40232,3738,620,1402,121,1,0,1,3.07,0
facebook,54068,5717,4036,2918,168,0,1,1,4.43,0
tiktok,19422,2456,633,3951,290,0,0,9,3.41,1
facebook,75396,9926,3771,317,110,1,0,4,3.67,0
x,75761,3061,6428,1469,29,1,0,6,2.64,0
tiktok,87908,4499,1965,3271,102,1,0,1,3.76,0
x,59232,3478,5096,1135,299,0,0,1,3.09,0
tiktok,48738,7038,1450,3308,261,1,0,1,1.33,0
linkedin,41621,4188,654,1635,20,0,0,7,3.37,1
tiktok,85468,7309,2264,2748,217,0,1,4,5.15,1
linkedin,47184,4562,628,808,139,0,0,9,4.36,1
telegram,62014,0,4424,3128,215,1,0,2,1.41,0
x,32664,3720,7773,1259,265,1,0,9,1.75,1
x,44787,7300,9205,901,296,1,0,4,2.25,0
tiktok,94950,1522,924,2825,288,1,0,0,0.78,0
instagram,17682,5760,2711,2282,289,0,0,0,3.36,0
instagram,97175,422,541,1801,29,1,0,7,1.5,1
linkedin,16879,9822,757,3788,230,1,0,8,3.53,1
x,16766,2480,6139,1953,98,1,0,9,5.38,1
telegram,94430,0,1935,3852,178,1,0,3,5.4,1
facebook,52683,3760,4822,3622,289,0,0,8,2.93,1
linkedin,24149,6171,968,1526,270,0,0,6,0.67,0
telegram,63600,0,3,2815,52,1,0,7,3.39,1
linkedin,38372,9991,330,1713,122,0,0,3,4.24,0
telegram,28743,0,2685,933,234,0,0,1,5.4,1
x,88921,732,2743,1904,167,1,0,7,2.82,1
other,69930,9310,3745,1948,282,0,0,0,0.65,0
x,37081,7426,3421,952,220,0,0,9,1.94,1
telegram,44293,0,2768,1491,276,0,0,2,3.01,0
facebook,87977,2809,1719,2101,34,1,0,1,5.2,1
linkedin,6671,1250,731,3202,149,1,0,9,2.86,1
facebook,10686,4823,1262,3470,28,0,0,9,1.5,1
other,10619,9313,121,286,40,1,0,6,5.24,1
other,18371,5255,1413,1322,37,1,0,5,4.02,0
telegram,77567,0,2147,2693,285,0,0,3,0.7,0
facebook,90347,106,4674,2404,264,1,0,3,2.97,0
other,79012,2765,2078,1708,119,0,1,5,3.21,0
other,67005,3384,2815,2190,188,0,1,2,1.77,0
telegram,94238,0,3876,2232,89,1,0,6,4.16,0
facebook,99173,3185,1798,2367,201,0,0,3,5.51,1
linkedin,46009,7025,69,1568,65,1,0,9,5.65,1
telegram,75656,0,4885,698,135,1,0,6,2.56,0
other,19589,146,2871,1941,98,1,0,4,4.27,0
telegram,10223,0,68,2196,57,1,0,2,3.22,0
x,17824,5129,5782,3845,95,0,0,4,1.6,0
telegram,26148,0,1684,458,82,1,0,6,2.85,0
telegram,36113,0,1604,1351,141,0,0,8,3.01,1
facebook,42372,2939,633,3655,74,0,1,1,3.73,0
other,7394,1294,2552,3617,19,0,0,0,5.34,1
tiktok,8831,4872,187,102,24,0,0,4,1.07,0
linkedin,9929,3888,299,201,231,1,1,9,2.83,1
telegram,71309,0,2515,221,254,1,0,4,5.53,1
tiktok,5741,7634,1889,2992,9,0,0,5,0.96,1
linkedin,41156,3969,943,2794,209,1,0,1,3.02,0
other,93848,3500,636,18,220,0,0,5,1.86,0
other,865,4231,626,1357,296,0,0,8,2.4,1
other,33349,9950,3107,3401,259,1,0,4,4.09,0
facebook,43890,4045,1145,2390,26,0,0,6,0.99,0
tiktok,58097,4397,24,3068,275,0,0,9,4.21,1
x,98318,3879,2801,3537,22,1,0,0,1.63,0
tiktok,91281,4680,1074,2400,277,1,0,5,4.49,0
x,17573,9752,2896,1983,206,1,1,0,1.94,0
x,92999,7444,4092,3599,74,0,0,1,4.18,0
tiktok,443,1778,1112,3116,247,0,0,8,2.14,1
x,53175,7055,1993,3368,42,1,0,0,1.62,0
other,66691,906,4774,3774,25,1,0,8,4.2,1
tiktok,24578,8767,1408,523,187,1,0,1,3.55,0
telegram,62471,0,4110,3599,35,0,0,9,1.66,1
x,44610,553,1811,268,166,0,0,1,0.67,0
x,97847,1394,1802,2329,271,1,0,5,5.25,1
telegram,17316,0,2492,3796,36,1,0,6,0.88,0
telegram,27289,0,4103,3288,101,0,1,3,5.56,1
x,67136,8053,7759,2076,27,1,0,9,1.48,1
other,72227,9636,4109,2498,3,1,1,3,5.81,1
facebook,64796,2210,3596,2702,103,1,0,8,2.32,1
facebook,65532,6209,1284,2127,23,0,0,7,2.99,1
tiktok,78947,5620,2600,1321,295,1,0,3,0.31,0
telegram,79915,0,3397,2995,153,0,0,4,3.26,0
facebook,22740,3856,1578,1080,242,1,0,8,5.69,1
other,67619,9115,1866,2262,63,1,0,2,2.94,0
x,48591,9373,8248,557,63,1,0,7,4.36,1
instagram,67906,6351,705,2568,287,0,0,8,0.15,1
x,73356,2971,8721,372,264,1,0,4,5.54,1
linkedin,10741,983,972,111,271,1,0,1,5.63,1
facebook,47289,5913,2227,3505,120,0,0,2,4.59,1
other,45434,5335,2853,3457,141,1,0,6,5.63,1
instagram,91228,2705,2718,1177,180,0,0,7,5.93,1
facebook,18482,9763,3917,110,69,1,0,4,5.22,1
instagram,39426,4692,2654,508,22,0,0,8,2.44,1
linkedin,40014,7126,96,3531,51,1,0,8,3.33,1
telegram,77470,0,4991,3840,84,0,0,0,4.21,0
telegram,31323,0,63,1264,258,0,0,7,5.83,1
instagram,83576,3361,2486,1121,106,1,0,3,4.5,0
tiktok,15357,9168,1912,474,13,0,0,6,4.3,0
linkedin,22086,7660,435,3676,39,1,0,4,2.13,0
linkedin,15581,2669,670,1963,255,0,0,0,3,0
other,10807,536,2521,736,221,0,0,7,4.67,1
tiktok,16065,4570,1539,2860,167,1,0,5,4.34,0
other,69180,5894,260,2726,275,1,0,4,5.56,1
x,70979,7739,2987,1589,23,1,0,8,0.55,1
linkedin,19452,8052,689,354,203,1,0,7,3.32,1
x,61683,6886,7131,2195,44,0,0,4,1.83,0
linkedin,15455,4354,852,2525,110,1,0,5,2.52,0
facebook,42448,5717,3003,1546,223,1,0,6,3.96,0
x,79071,9174,3974,290,21,0,0,6,2.05,0
other,74031,3110,1203,2148,69,0,0,2,0.87,0
facebook,50526,7035,1059,1399,67,0,0,8,2.37,1
linkedin,32613,9631,440,1410,69,1,0,6,4.98,1
x,57560,8890,9903,610,124,0,0,8,2.35,1
facebook,51360,1486,3325,722,180,1,0,5,5.97,1
x,89788,8752,485,945,220,0,0,0,3.06,0
instagram,72358,364,2422,553,53,0,0,9,5.05,1
tiktok,73596,3766,2025,2208,284,0,0,3,0.19,0
linkedin,33954,6359,298,209,12,1,0,6,2.66,0
facebook,15733,3545,91,2933,122,1,0,5,5.85,1
telegram,86240,0,1501,3782,32,0,0,5,4.86,1
telegram,7490,0,2493,3092,170,0,0,4,3.48,0
x,92264,5918,2396,3680,148,1,0,3,0.66,0
instagram,21630,2989,205,167,65,0,0,7,3.13,1
x,46996,7150,8575,221,263,1,0,1,2.17,0
tiktok,24583,7938,2853,920,183,0,0,7,5.89,1
telegram,28930,0,3956,3409,10,1,1,6,0.71,0
linkedin,20762,1552,76,535,145,1,0,2,5.27,1
tiktok,987,4424,265,1742,19,0,1,2,3.63,0
telegram,89882,0,1277,3873,85,1,0,9,0.15,1
other,40403,3423,1550,1950,219,0,0,3,0.42,0
facebook,99724,3411,4878,3445,56,0,0,2,4.09,0
telegram,20539,0,1006,2177,80,1,0,7,1.31,1
x,37078,8557,9940,883,296,1,0,1,1.86,0
instagram,1986,3615,4937,1701,26,1,0,2,5.97,1
tiktok,42723,9998,2447,2196,60,0,0,4,3.67,0
linkedin,45691,2235,5,2464,48,0,0,6,5.71,1
facebook,15583,2078,1880,2946,233,0,0,4,1.24,0
facebook,89460,6520,2281,3703,212,0,0,8,4.57,1
other,36649,7796,345,3902,105,1,0,6,0.82,0
instagram,66425,2162,2602,2942,213,0,0,6,1.84,0
instagram,92889,1824,579,2308,137,1,0,9,3.36,1
linkedin,41730,2985,546,130,282,1,0,2,1.68,0
x,69795,128,4717,1234,241,1,0,7,4.48,1
telegram,78232,0,3472,3755,218,1,0,9,5.36,1
facebook,6955,9336,4512,1834,96,1,0,9,5.26,1
other,38736,2251,551,3451,156,1,0,0,4.45,0
linkedin,5082,3342,240,478,264,0,1,2,2.02,0
tiktok,31283,4754,456,326,124,0,0,8,5.77,1
instagram,909,8997,51,2217,185,1,0,1,3.52,0
linkedin,9184,9052,437,3999,159,1,0,9,4.73,1
tiktok,2015,6705,1717,3773,99,0,0,3,4.87,1
linkedin,34295,4289,783,3797,46,0,0,5,4.84,1
linkedin,43618,8759,727,1127,165,0,0,3,0.88,0
linkedin,47076,5363,712,3790,251,1,0,3,3.73,0
tiktok,74255,281,1001,3980,97,1,0,6,1.11,0
telegram,48478,0,4846,3860,17,0,0,7,1.34,1
instagram,85782,6322,4783,394,203,1,0,5,5.66,1
x,5965,1623,8556,2061,102,0,0,2,5.6,1
instagram,68117,3949,2456,1507,135,1,0,2,1.75,0
facebook,71218,7034,1719,3596,276,1,0,1,1.32,0
tiktok,48127,956,1322,2969,86,0,0,0,4.24,0
telegram,30802,0,685,1595,24,1,0,0,0.43,0
instagram,23874,2607,1491,643,35,0,0,6,0.92,0
linkedin,26123,2503,907,1549,262,1,0,1,0.72,0
telegram,74804,0,4458,787,72,1,0,4,1.41,0
x,89614,7369,9832,121,166,1,0,7,3.2,1
x,17659,7505,4643,890,149,0,0,5,2.11,0
other,55991,6315,2176,1993,73,1,0,8,3.6,1
facebook,45056,7603,569,2434,248,1,0,3,4.42,0
other,69224,159,2921,2785,153,0,0,2,5.37,1
x,6073,6543,429,3514,116,1,0,1,1.28,0
tiktok,74854,8469,1298,3687,28,1,0,9,4.15,1
tiktok,6416,1617,913,3927,182,0,0,7,3.31,1
tiktok,40081,3563,2963,3207,298,1,0,6,5.58,1
linkedin,31483,8455,412,1300,181,0,0,4,5.29,1
other,89719,2416,581,1106,221,1,0,9,5.58,1
other,71310,9030,4328,3642,40,1,0,6,3.08,0
tiktok,28840,1697,2168,168,9,1,0,7,1.41,1
linkedin,38459,131,936,936,144,1,0,3,5.18,1
instagram,81574,357,3047,657,256,0,0,8,4.66,1
other,34837,3162,3483,3488,198,0,0,1,3.2,0
telegram,15,0,2510,507,163,0,0,5,5.42,1
telegram,97091,0,62,3353,287,0,0,4,2.76,0
linkedin,9374,1732,82,1331,99,1,0,6,4.24,0
telegram,13288,0,3877,1201,259,1,0,7,0.87,1
telegram,71486,0,633,2635,29,1,0,5,4.41,0
other,77214,1320,2986,360,22,1,0,8,1.91,1
telegram,10411,0,1934,228,51,0,0,4,3.15,0
telegram,72976,0,2883,1655,37,1,0,1,4.86,1
other,74527,3733,3034,2418,77,0,0,8,3.61,1
linkedin,18795,9600,248,3219,234,1,0,7,0.52,1
linkedin,11654,8736,136,2458,43,1,0,9,1,1
facebook,91549,87,4548,1574,49,1,0,7,3.24,1
other,90715,832,3734,1291,116,0,0,3,2.61,0
other,62709,4382,984,944,131,0,0,1,0.97,0
x,97459,4355,8022,980,151,1,0,7,3.1,1
tiktok,37089,1389,2816,3022,265,0,0,8,0.1,1
x,8261,2017,9626,1778,90,0,0,1,3.85,0
other,37305,6674,1826,2105,35,1,0,1,2.65,0
tiktok,66627,6497,1497,2555,211,1,0,9,5.17,1
telegram,70153,0,3501,3163,288,1,0,9,2.12,1
instagram,55178,7102,1112,3358,42,0,0,3,2.95,0
instagram,2925,2019,2379,526,68,0,0,0,5.78,1
tiktok,54816,1929,944,639,174,0,0,7,1.82,1
telegram,39267,0,787,1393,8,0,0,2,2.92,1
telegram,93430,0,4768,3673,20,0,0,0,2.52,0
telegram,33055,0,344,1563,220,0,1,9,0.9,1
instagram,1312,2422,1931,1285,104,0,0,5,5.74,1
facebook,21274,8404,897,2670,208,0,1,3,2.32,0
x,39419,5376,4141,314,26,0,1,3,3.54,0
telegram,5054,0,4132,2136,64,0,0,8,4.65,1
x,21652,1502,4343,3247,281,1,0,9,2.08,1
tiktok,8245,1225,1367,2475,211,1,0,2,0.76,0
linkedin,5241,2608,805,1473,112,1,0,2,5.02,1
instagram,82681,845,3460,3738,46,0,0,1,3.22,0
tiktok,78533,167,296,2902,10,0,0,5,0.23,0
linkedin,12239,3777,832,98,297,0,0,2,4.42,0
telegram,66567,0,815,199,172,0,0,2,4.89,1
tiktok,34593,3188,2022,1533,259,0,0,0,3.03,0
instagram,89244,643,3470,1336,265,1,0,6,2.43,0
tiktok,98628,8280,1916,2731,196,0,0,0,2.09,0
telegram,48807,0,996,2833,236,1,0,0,5.61,1
telegram,15729,0,3943,2628,292,0,0,4,3.35,0
instagram,44291,4481,2799,2572,58,0,0,3,1.81,0
x,44845,728,6197,1581,298,0,0,4,0.85,0
facebook,75028,6244,2811,2339,241,0,0,7,5.37,1
telegram,24714,0,2120,649,173,1,0,3,5.94,1
x,46698,7558,4247,3194,163,0,0,3,5.02,1
x,94244,3372,8011,1038,200,0,0,1,4.74,1
linkedin,42234,4778,124,2765,94,0,0,7,0.81,1
facebook,13275,5846,4516,3257,206,0,0,5,2.05,0
x,69726,5906,8625,1293,279,0,0,1,2.68,0
other,40138,1742,4464,1772,44,0,0,6,5.51,1
instagram,9879,6101,4369,1029,65,1,0,9,2.82,1
facebook,70404,722,1565,1863,248,1,0,6,2.82,0
instagram,70051,5446,601,3446,128,1,0,8,1.95,1
instagram,95419,4526,704,2995,71,1,0,1,4.37,0
linkedin,49052,3689,538,423,250,1,0,0,2.36,0
facebook,96651,4154,1415,62,164,1,0,6,5.62,1
facebook,70069,403,1064,1598,48,1,0,6,0.36,0
instagram,15863,4901,4513,925,112,1,0,5,5.59,1
x,3513,5254,4176,76,294,1,0,5,4.7,1
telegram,75973,0,3475,284,298,0,1,9,0.35,1
instagram,26296,7374,4048,3737,134,0,0,4,4.31,0
linkedin,11117,9742,814,2541,83,0,0,8,0.19,1
instagram,87408,3050,504,1605,249,0,0,7,2.65,1
telegram,23671,0,1214,1979,146,0,0,4,5,1
instagram,55046,1924,81,1443,70,1,0,9,0.43,1
telegram,70382,0,1968,956,146,0,0,8,3.62,1
linkedin,17875,187,144,3964,153,0,0,8,5.65,1
instagram,70248,1681,893,1137,257,1,0,4,2.4,0
other,32312,2178,3528,319,26,0,0,2,4.91,1
tiktok,15791,2479,2506,863,40,0,0,4,0.7,0
tiktok,46764,3733,1870,1767,272,1,0,8,3.46,1
tiktok,85239,7363,1388,1518,108,1,0,5,2.12,0
instagram,45890,5454,3460,3642,178,0,0,2,4.86,1
x,31949,7627,1752,2302,178,0,0,6,0.89,0
other,3285,2183,2274,629,255,0,0,0,0.49,0
other,89766,3417,177,1828,1,1,0,0,5.42,1
instagram,89157,5052,3167,2838,209,1,0,3,0.6,0
telegram,57811,0,2600,2740,261,1,0,8,5.68,1
facebook,20505,9911,4473,1595,251,1,0,0,1.58,0
instagram,36901,5833,3547,590,28,0,0,2,5.76,1
facebook,44645,2699,2609,3547,179,0,0,7,1.29,1
linkedin,10544,707,676,631,19,1,0,0,5.35,1
linkedin,46863,159,98,2268,112,0,0,4,5.88,1
linkedin,4191,4442,505,855,185,1,0,0,2.77,0
facebook,12041,3659,1122,791,43,0,0,3,1.48,0
other,37594,1825,4342,526,168,0,0,1,1.51,0
x,23572,6589,2214,1424,284,1,0,8,1.26,1
telegram,78816,0,1617,3831,73,0,1,6,4.99,1
tiktok,8816,9112,2828,1419,282,0,1,2,2.7,0
instagram,88388,717,3293,3492,26,0,0,9,3.36,1
linkedin,21172,9092,394,2428,14,0,0,0,1.41,0
telegram,72833,0,2644,1553,249,1,0,8,0.25,1
x,27326,8333,1127,282,69,0,0,2,5.08,1
instagram,88306,2395,4525,3463,219,0,0,8,0.97,1
facebook,73844,4426,1589,1367,185,0,0,5,1.68,0
other,70114,2429,2505,493,242,1,0,7,5.92,1
tiktok,65587,490,2407,3270,200,1,0,9,5.91,1
telegram,21711,0,3493,322,256,1,0,7,4.87,1
linkedin,16671,8289,379,1365,50,1,0,5,5.4,1
instagram,97648,6895,2816,1543,112,1,0,7,4.58,1
tiktok,63295,6107,1075,3470,211,0,0,5,3.7,0
other,55809,40,2142,3516,149,0,0,4,5.42,1
tiktok,66169,4698,1472,1442,182,1,0,3,3.18,0
telegram,68187,0,1482,2708,68,0,1,6,2.54,0
instagram,93789,9949,4715,2221,263,1,0,1,1.97,0
instagram,32813,4087,2400,2206,140,0,0,3,5.83,1
other,1875,307,3086,1211,273,0,0,7,2.83,1
facebook,5695,3529,4119,3561,209,0,0,6,5,1
x,7856,3194,8738,83,71,0,0,3,4.98,1
linkedin,18273,8078,488,2586,198,1,0,8,5.43,1
other,12644,8999,2053,3553,101,1,0,8,5.06,1
facebook,28024,9962,899,2147,42,1,0,7,3.36,1
telegram,43874,0,2149,2459,219,1,0,5,2.27,0
telegram,91221,0,2165,412,247,1,0,5,1.06,0
x,10985,9941,3475,3347,202,1,0,2,0.63,0
x,38734,3039,6113,3330,76,0,0,8,0.95,1
other,72379,2977,2838,2411,84,1,0,8,3.18,1
tiktok,81867,7958,2570,3321,267,0,0,8,0.41,1
telegram,79301,0,4764,986,149,0,0,9,3.71,1
linkedin,10892,2261,301,2463,192,1,0,2,4.98,1
linkedin,18804,4413,460,3885,62,0,0,6,3.04,0
linkedin,22320,9698,53,1435,10,1,1,8,5.71,1
facebook,4947,3570,4072,398,231,0,0,0,1.44,0
telegram,33927,0,397,378,135,0,0,0,3.07,0
other,94825,5968,1892,2176,95,1,0,4,1.44,0
linkedin,16853,9589,401,3030,228,0,1,9,3.94,1
facebook,44013,1381,4880,285,27,0,0,5,5.11,1
linkedin,34192,4881,434,3011,189,1,0,0,0.59,0
tiktok,69306,7799,1928,3570,210,1,0,5,1.9,0
tiktok,13117,6235,2675,2616,263,0,0,0,1.61,0
other,81512,4866,2488,53,113,0,0,0,4.26,0
other,40484,3581,3482,230,232,1,0,1,5.56,1
facebook,88001,1268,2910,4,247,1,0,3,2.79,0
x,79322,3953,7729,2228,80,0,0,7,2.84,1
telegram,38244,0,4964,1331,88,1,0,3,4.32,0
tiktok,10060,7994,1348,1237,282,1,0,7,3.71,1
instagram,55872,8232,3878,2488,139,0,0,8,3.61,1
telegram,46144,0,1514,305,63,1,0,8,1.29,1
facebook,26205,2506,460,3098,236,0,0,8,1,1
x,24111,392,7790,3418,6,1,0,2,3.9,0
instagram,31958,5985,292,916,251,0,0,8,5.24,1
instagram,5993,7413,1921,2728,216,0,0,7,2.83,1
facebook,53502,8558,1911,882,23,1,0,8,4.29,1
tiktok,48022,9866,2517,2935,255,0,0,5,0.71,0
x,37534,7141,7958,3130,220,0,0,7,1.23,1
x,99502,8464,5972,1099,156,0,0,8,3.36,1
telegram,15659,0,736,1099,226,0,0,5,4.03,0
tiktok,26797,1537,2479,2153,6,1,0,5,5.09,1
facebook,9372,439,390,2781,250,0,0,0,3.43,0
x,28511,9651,4320,1570,138,1,0,9,4.71,1
linkedin,23682,8918,244,1990,188,0,0,1,4.44,0
telegram,33172,0,276,1459,282,1,0,8,3.11,1
instagram,11254,4373,4768,304,198,1,0,2,1.55,0
x,8222,7383,4331,1840,107,1,0,8,4.71,1
instagram,54238,9245,437,3371,41,0,0,2,4.03,0
telegram,11596,0,2902,3596,181,0,0,4,5.07,1
telegram,46815,0,4756,3714,260,0,0,8,3.84,1
other,60010,1315,1028,3307,237,1,1,2,4.08,0
other,20511,5380,1523,895,141,1,0,9,0.31,1
tiktok,65267,1038,2070,978,14,0,1,2,2.51,0
linkedin,13277,9362,908,1289,129,1,0,0,0.48,0
other,47098,5413,3528,3601,198,1,0,6,5.38,1
other,18318,3311,3232,3708,8,1,0,0,4.69,1
instagram,39322,9524,1152,3787,224,1,0,4,4.5,0
tiktok,37921,5951,1516,3457,254,1,0,0,2.08,0
instagram,15008,3323,1821,738,111,0,0,1,3.17,0
x,39574,3540,1936,674,57,1,0,3,0.34,0
x,45971,6799,9812,435,20,1,0,0,4.02,0
x,1587,4539,9253,2232,255,0,0,5,5.88,1
telegram,83785,0,1825,1670,99,1,0,1,3.35,0
x,29894,6579,1693,1982,66,1,0,7,4.59,1
facebook,51529,8849,3926,1214,256,0,0,1,0.43,0
facebook,38059,8940,2867,574,21,1,0,8,4.64,1
x,31533,4340,2592,2199,27,0,0,5,1.96,0
other,82001,1300,3990,221,61,1,0,4,0.87,0
telegram,48282,0,3801,2378,281,1,0,7,5.36,1
telegram,61762,0,498,1874,119,0,0,6,4.94,1
tiktok,99323,7965,2970,226,290,1,0,9,4.96,1
x,58150,7849,235,3943,120,0,0,1,1.89,0
facebook,91280,9900,765,1754,152,0,0,0,3.43,0
telegram,57865,0,1856,1028,80,0,0,9,5.13,1
linkedin,48868,7108,276,3530,16,1,0,7,1.14,1
instagram,80317,6671,892,1943,242,0,0,6,3.98,0
linkedin,11739,6792,710,3279,80,1,0,3,4.6,1
telegram,86570,0,775,1486,199,0,0,6,0.92,0
facebook,1753,6829,3707,1554,209,1,0,5,4.53,1
x,39433,275,2776,2827,111,0,0,6,5.47,1
linkedin,45836,9329,751,3828,170,0,0,2,3.18,0
linkedin,41965,8142,22,569,170,0,0,5,5.27,1
linkedin,2556,3447,337,3357,192,0,0,9,4.22,1
linkedin,36743,7826,711,1987,182,1,0,8,4.91,1
telegram,13111,0,4650,1443,61,0,0,9,1.12,1
facebook,91951,3558,1150,2823,190,1,0,1,5.97,1
facebook,48,393,978,320,162,1,0,8,4.82,1
linkedin,5784,4472,509,551,286,1,0,5,0.65,0
other,8419,8632,269,3807,121,0,1,5,0.49,0
instagram,96032,6952,888,1824,178,1,0,7,0.49,1
facebook,33583,7834,1538,2075,140,1,0,2,3.58,0
x,18705,2078,8644,3884,111,0,0,8,3.34,1
x,75874,7394,5903,2910,59,1,0,3,3.97,0
telegram,24309,0,4200,3350,245,0,0,0,4.74,1
linkedin,11184,5231,237,3321,235,1,0,3,2.73,0
linkedin,3067,2082,501,2084,250,1,0,5,5.29,1
tiktok,90570,9953,1121,3325,189,1,1,6,4.37,0
telegram,27206,0,2016,566,181,0,0,2,2.94,0
x,37132,5898,570,77,194,0,0,0,3.25,0
facebook,9490,7345,3813,1207,271,1,0,6,5.87,1
telegram,73230,0,2936,844,19,1,0,2,1.87,0
telegram,46228,0,2509,3120,8,1,0,4,4.27,0
tiktok,60103,8174,1491,3197,76,0,0,2,0.43,0
telegram,35135,0,3772,2891,212,0,0,1,2.71,0
other,86643,4388,2934,9,35,0,1,2,2.15,0
linkedin,44787,3052,337,792,193,0,1,3,3.42,0
instagram,1951,4671,3659,3951,168,0,0,8,0.34,1
telegram,11929,0,2764,462,211,1,0,5,3.09,0
instagram,78461,3911,4214,2718,155,0,0,8,1.74,1
telegram,92040,0,550,3424,189,1,0,7,3.88,1
linkedin,30476,9547,807,1888,22,0,0,3,4.32,0
instagram,40100,2732,3989,968,228,0,0,6,0.14,0
linkedin,49741,3960,146,124,187,0,0,8,1.31,1
facebook,6449,1582,179,3828,32,1,0,8,3.57,1
telegram,5840,0,2483,1828,17,0,0,9,0.5,1
instagram,2473,6465,376,1889,14,1,0,5,5.46,1
instagram,63230,1404,3271,2630,113,1,0,9,4.75,1
tiktok,23384,2808,2432,3970,41,0,0,1,1.67,0
instagram,21584,9812,576,729,299,1,0,5,0.96,0
tiktok,59940,163,1517,3094,221,1,0,0,3.16,0
facebook,84720,7304,2876,3439,105,1,0,4,2.76,0
tiktok,10514,8290,1843,176,112,1,0,0,2.75,0
instagram,63327,829,2696,603,280,1,0,9,0.27,1
telegram,77658,0,2692,841,10,0,0,3,5.87,1
linkedin,25604,6195,269,3509,145,0,0,2,1.36,0
x,52357,2024,7940,1795,258,1,0,2,1.8,0
instagram,73169,7796,2414,2344,109,0,0,5,3.6,0
other,62969,6726,2839,271,262,1,0,4,1,0
telegram,38218,0,3319,161,22,1,0,6,4.86,1
telegram,34722,0,4407,2003,187,0,0,5,3.37,0
instagram,26119,7952,4491,3279,153,0,0,2,5.28,1
instagram,33709,8398,4122,2519,171,1,0,1,2.48,0
linkedin,25774,5988,84,273,140,1,0,7,2.28,1
facebook,91080,3887,3781,1288,94,0,0,7,3.31,1
x,57138,7875,8521,3471,128,1,0,1,0.3,0
x,39643,9735,5699,1230,242,0,0,5,3.7,0
x,84416,5565,8752,3139,11,0,0,5,3.1,0
instagram,62294,4484,805,1788,143,1,0,2,1.46,0
facebook,4076,6589,3387,2075,270,0,0,1,5.23,1
linkedin,7867,6959,141,3094,132,1,0,5,2.4,0
facebook,64334,651,239,814,147,1,0,6,0.53,0
x,12120,7710,503,2187,67,1,0,6,3.39,0
facebook,96368,2131,3576,2163,206,1,0,2,2.95,0
telegram,79431,0,2812,3166,234,0,0,9,2.09,1
instagram,36212,828,4595,2865,54,1,0,2,4.68,1
linkedin,40136,1842,842,625,119,1,0,2,1.63,0
instagram,368,8277,3289,360,151,0,0,0,4.01,0
linkedin,5455,1365,684,1258,102,1,0,5,1.66,0
facebook,8272,7172,2665,3992,57,0,0,4,2.92,0
telegram,60167,0,2711,2740,108,0,0,1,4.94,1
facebook,59940,22,4462,601,270,1,0,8,1.7,1
linkedin,18881,2529,374,3881,294,1,0,9,4.09,1
x,27114,308,9380,1624,80,1,0,4,5.55,1
linkedin,30794,7977,797,1982,100,0,0,7,0.28,1
instagram,58480,4521,1447,1713,257,0,0,6,3.78,0
tiktok,94515,5314,1994,1999,229,0,0,7,1.98,1
x,903,4807,7602,1546,26,1,0,1,3.17,0
facebook,75976,949,3228,3303,129,0,1,0,2.24,0
x,9840,5979,1442,670,141,0,0,7,3.4,1
tiktok,58813,9413,2666,2745,78,1,0,4,0.81,0
linkedin,4525,6414,5,681,233,1,0,5,5.58,1
instagram,1214,9210,1236,3239,160,0,0,2,2.13,0
instagram,59051,4666,2786,3518,30,0,0,3,0.83,0
telegram,89515,0,2330,3447,156,1,0,8,1.3,1
telegram,20662,0,3799,1822,189,0,0,4,3.44,0
